,xA,yA,zA,xC,yC,zC,rA,rB,rC,TF,pred_Linear_Regression,pred_Random_Forest_Regression,pred_Random_Forest_Regression1,pred_Gradient_Boosting_Regression,pred_Kernel_Ridge_Regression
733,0.0,0.9,0.1,0.2,0.2,0.6,2.197,1.19,2.074,0.9252613549165885,,1.6938175788547754,,1.6784156792323766,
1530,0.1,0.0,0.9,0.2,0.2,0.6,2.4439999999999995,1.19,2.074,0.9787709673409378,,1.690296758890426,,1.6769924693258949,
1609,0.1,0.1,0.8,0.2,0.2,0.6,2.407,1.19,2.074,0.9707553573826346,,1.690296758890426,,1.6778962045923134,
1686,0.1,0.2,0.7,0.2,0.2,0.6,2.37,1.19,2.074,0.962739747424331,,1.690296758890426,,1.6876494783088924,
1762,0.1,0.3,0.6,0.2,0.2,0.6,2.333,1.19,2.074,0.9547241374660278,,1.690296758890426,,1.685680746335404,
1838,0.1,0.4,0.5,0.2,0.2,0.6,2.2960000000000003,1.19,2.074,0.9467085275077244,,1.690296758890426,,1.6942638240119483,
1914,0.1,0.5,0.4,0.2,0.2,0.6,2.2590000000000003,1.19,2.074,0.9386929175494212,,1.690296758890426,,1.6879765203194703,
1990,0.1,0.6,0.3,0.2,0.2,0.6,2.222,1.19,2.074,0.9306773075911176,,1.690296758890426,,1.6884471332912292,
2066,0.1,0.7,0.2,0.2,0.2,0.6,2.185,1.19,2.074,0.9226616976328144,,1.692410154612351,,1.691423664664508,
2142,0.1,0.8,0.1,0.2,0.2,0.6,2.148,1.19,2.074,0.9146460876745108,,1.699436661736434,,1.6992130900622444,
2845,0.2,0.0,0.8,0.2,0.2,0.6,2.358,1.19,2.074,0.9601400901405572,,1.690296758890426,,1.6783633003350868,
2923,0.2,0.1,0.7,0.2,0.2,0.6,2.321,1.19,2.074,0.9521244801822536,,1.690296758890426,,1.6823336038913137,
3000,0.2,0.2,0.6,0.2,0.2,0.6,2.284,1.19,2.074,0.9441088702239504,,1.690296758890426,,1.69069945222452,
3076,0.2,0.3,0.5,0.2,0.2,0.6,2.247,1.19,2.074,0.936093260265647,,1.690296758890426,,1.6898372829297978,
3152,0.2,0.4,0.4,0.2,0.2,0.6,2.21,1.19,2.074,0.9280776503073436,,1.690296758890426,,1.6970041478237896,
3228,0.2,0.5,0.3,0.2,0.2,0.6,2.173,1.19,2.074,0.9200620403490402,,1.6978112981000706,,1.6994928075216509,
3303,0.2,0.6,0.2,0.2,0.2,0.6,2.136,1.19,2.074,0.9120464303907369,,,,1.6999728493812325,
3857,0.3,0.0,0.7,0.2,0.2,0.6,2.272,1.19,2.074,0.9415092129401764,,1.690296758890426,,1.68713621172318,
3933,0.3,0.1,0.6,0.2,0.2,0.6,2.235,1.19,2.074,0.9334936029818728,,1.690296758890426,,1.6876068246949387,
4009,0.3,0.2,0.5,0.2,0.2,0.6,2.198,1.19,2.074,0.9254779930235696,,1.690296758890426,,1.6979008020685349,
4084,0.3,0.3,0.4,0.2,0.2,0.6,2.161,1.19,2.074,0.917462383065266,,1.6988209041606763,,,
4512,0.4,0.0,0.6,0.2,0.2,0.6,2.186,1.19,2.074,0.9228783357397954,,1.6941459879456844,,1.688846933802228,
37,0.0,0.0,1.0,0.3,0.0,0.7,2.53,1.19,2.083,0.9966035996375016,,1.6582125018791256,,1.6076952814368983,
121,0.0,0.1,0.9,0.3,0.0,0.7,2.493,1.19,2.083,0.9886100307698262,,1.6582125018791256,,1.613228665114534,
198,0.0,0.2,0.8,0.3,0.0,0.7,2.456,1.19,2.083,0.9806164619021503,,1.6582125018791256,,1.6126476151891014,
276,0.0,0.3,0.7,0.3,0.0,0.7,2.419,1.19,2.083,0.9726228930344748,,1.6582125018791256,,1.6086785494465183,
353,0.0,0.4,0.6,0.3,0.0,0.7,2.382,1.19,2.083,0.9646293241667994,,1.6582125018791256,,1.6173890103110231,
430,0.0,0.5,0.5,0.3,0.0,0.7,2.345,1.19,2.083,0.9566357552991238,,1.6582125018791256,,1.6019674924467395,
506,0.0,0.6,0.4,0.3,0.0,0.7,2.308,1.19,2.083,0.9486421864314482,,1.6582125018791256,,1.613641095059161,
584,0.0,0.7,0.3,0.3,0.0,0.7,2.271,1.19,2.083,0.9406486175637726,,1.6582125018791256,,1.6133567151255697,
661,0.0,0.8,0.2,0.3,0.0,0.7,2.234,1.19,2.083,0.932655048696097,,1.6582125018791256,,1.618344408850822,
737,0.0,0.9,0.1,0.3,0.0,0.7,2.197,1.19,2.083,0.9246614798284216,,1.6609416551768084,,1.6202162312348565,
1535,0.1,0.0,0.9,0.3,0.0,0.7,2.4439999999999995,1.19,2.083,0.9780239530802016,,1.6582125018791256,,1.6368427625917294,
1614,0.1,0.1,0.8,0.3,0.0,0.7,2.407,1.19,2.083,0.9700303842125262,,1.6582125018791256,,1.6385931702447076,
1690,0.1,0.2,0.7,0.3,0.0,0.7,2.37,1.19,2.083,0.9620368153448504,,1.6582125018791256,,1.6392284101283658,
1766,0.1,0.3,0.6,0.3,0.0,0.7,2.333,1.19,2.083,0.954043246477175,,1.6582125018791256,,1.6372596781548774,
1842,0.1,0.4,0.5,0.3,0.0,0.7,2.2960000000000003,1.19,2.083,0.9460496776094994,,1.6582125018791256,,1.6477580517836332,
1918,0.1,0.5,0.4,0.3,0.0,0.7,2.2590000000000003,1.19,2.083,0.9380561087418238,,1.6582125018791256,,1.6414707480911552,
1994,0.1,0.6,0.3,0.3,0.0,0.7,2.222,1.19,2.083,0.930062539874148,,1.6582125018791256,,1.6445697299841875,
2070,0.1,0.7,0.2,0.3,0.0,0.7,2.185,1.19,2.083,0.9220689710064728,,1.6603258976010509,,1.644917892436193,
2146,0.1,0.8,0.1,0.3,0.0,0.7,2.148,1.19,2.083,0.9140754021387968,,1.6724899616671025,,1.6579631057016346,
2850,0.2,0.0,0.8,0.3,0.0,0.7,2.358,1.19,2.083,0.959444306522902,,1.6582125018791256,,1.6477388527045662,
2928,0.2,0.1,0.7,0.3,0.0,0.7,2.321,1.19,2.083,0.951450737655226,,1.6582125018791256,,1.6536244522130044,
3004,0.2,0.2,0.6,0.3,0.0,0.7,2.284,1.19,2.083,0.9434571687875504,,1.6582125018791256,,1.65287226671329,
3080,0.2,0.3,0.5,0.3,0.0,0.7,2.247,1.19,2.083,0.9354635999198748,,1.6582125018791256,,1.652010097418568,
3156,0.2,0.4,0.4,0.3,0.0,0.7,2.21,1.19,2.083,0.9274700310521992,,1.6582125018791256,,1.6591769623125596,
3232,0.2,0.5,0.3,0.3,0.0,0.7,2.173,1.19,2.083,0.9194764621845236,,1.66572704108877,,1.6669214098781264,
3307,0.2,0.6,0.2,0.3,0.0,0.7,2.136,1.19,2.083,0.9114828933168482,,1.6718742040913448,,1.6681355477839952,
3365,0.2,0.7,0.1,0.3,0.0,0.7,2.099,1.19,2.083,0.9034893244491724,,1.6761799027713085,,1.6796253298321158,
3861,0.3,0.0,0.7,0.3,0.0,0.7,2.272,1.19,2.083,0.9408646599656018,,1.6582125018791256,,1.6584270600448707,
3937,0.3,0.1,0.6,0.3,0.0,0.7,2.235,1.19,2.083,0.932871091097926,,1.6582125018791256,,1.6588976730166294,
4013,0.3,0.2,0.5,0.3,0.0,0.7,2.198,1.19,2.083,0.9248775222302508,,1.6582125018791256,,1.660073616557305,
4088,0.3,0.3,0.4,0.3,0.0,0.7,2.161,1.19,2.083,0.9168839533625748,,1.6676770410887705,,1.6685151338557014,
4160,0.3,0.4,0.3,0.3,0.0,0.7,2.124,1.19,2.083,0.9088903844948992,,1.672736931364072,,1.674267767734288,
4196,0.3,0.5,0.2,0.3,0.0,0.7,2.087,1.19,2.083,0.9008968156272236,,1.6809620414466409,,1.6874015451107465,
4517,0.4,0.0,0.6,0.3,0.0,0.7,2.186,1.19,2.083,0.9222850134083016,,1.662061730934384,,1.6601377821239187,
4591,0.4,0.1,0.5,0.3,0.0,0.7,2.149,1.19,2.083,0.914291444540626,,1.6694128744221035,,1.6769841062570228,
4661,0.4,0.2,0.4,0.3,0.0,0.7,2.112,1.19,2.083,0.9062978756729504,,1.6744727646974054,,1.6869454183051336,
4799,0.5,0.0,0.5,0.3,0.0,0.7,2.1,1.19,2.083,0.9037053668510014,,1.677299978528884,,1.691045426333115,
39,0.0,0.0,1.0,0.3,0.1,0.6,2.53,1.19,2.059,0.9987420802908792,,,,1.643846904973326,
123,0.0,0.1,0.9,0.3,0.1,0.6,2.493,1.19,2.059,0.9906894638230728,,,,1.6495844552863248,
200,0.0,0.2,0.8,0.3,0.1,0.6,2.456,1.19,2.059,0.9826368473552668,,,,1.6698749055844615,
278,0.0,0.3,0.7,0.3,0.1,0.6,2.419,1.19,2.059,0.9745842308874606,,,,1.6659058398418785,
355,0.0,0.4,0.6,0.3,0.1,0.6,2.382,1.19,2.059,0.9665316144196544,,,,1.6771251883684242,
432,0.0,0.5,0.5,0.3,0.1,0.6,2.345,1.19,2.059,0.9584789979518482,,,,1.6591947828420994,
508,0.0,0.6,0.4,0.3,0.1,0.6,2.308,1.19,2.059,0.950426381484042,,,,1.66895308950231,
586,0.0,0.7,0.3,0.3,0.1,0.6,2.271,1.19,2.059,0.9423737650162358,,,,1.6685944314211183,
663,0.0,0.8,0.2,0.3,0.1,0.6,2.234,1.19,2.059,0.9343211485484296,,,,1.6722987922575412,
739,0.0,0.9,0.1,0.3,0.1,0.6,2.197,1.19,2.059,0.9262685320806237,,,,1.671542245720302,
1537,0.1,0.0,0.9,0.3,0.1,0.6,2.4439999999999995,1.19,2.059,0.9800251879603026,,,,1.6647394237523518,
1616,0.1,0.1,0.8,0.3,0.1,0.6,2.407,1.19,2.059,0.9719725714924964,,,,1.6640182969349435,
1692,0.1,0.2,0.7,0.3,0.1,0.6,2.37,1.19,2.059,0.9639199550246904,,,,1.681967195696763,
1768,0.1,0.3,0.6,0.3,0.1,0.6,2.333,1.19,2.059,0.955867338556884,,,,1.6799984637232743,
1844,0.1,0.4,0.5,0.3,0.1,0.6,2.2960000000000003,1.19,2.059,0.947814722089078,,,,1.6885072632522191,
1920,0.1,0.5,0.4,0.3,0.1,0.6,2.2590000000000003,1.19,2.059,0.9397621056212718,,,,1.6822199595597414,
1996,0.1,0.6,0.3,0.3,0.1,0.6,2.222,1.19,2.059,0.9317094891534656,,,,1.6826905725315,
2072,0.1,0.7,0.2,0.3,0.1,0.6,2.185,1.19,2.059,0.9236568726856592,,,,1.6798759190902248,
2148,0.1,0.8,0.1,0.3,0.1,0.6,2.148,1.19,2.059,0.9156042562178534,,,,1.6929211323556668,
2852,0.2,0.0,0.8,0.3,0.1,0.6,2.358,1.19,2.059,0.961308295629726,,,,1.6678038496641734,
2930,0.2,0.1,0.7,0.3,0.1,0.6,2.321,1.19,2.059,0.95325567916192,,,,1.6717741532204002,
3006,0.2,0.2,0.6,0.3,0.1,0.6,2.284,1.19,2.059,0.9452030626941136,,,,1.6869285661847662,
3082,0.2,0.3,0.5,0.3,0.1,0.6,2.247,1.19,2.059,0.9371504462263076,,,,1.6873991791565248,
3158,0.2,0.4,0.4,0.3,0.1,0.6,2.21,1.19,2.059,0.9290978297585016,,,,1.6919376751292428,
3234,0.2,0.5,0.3,0.3,0.1,0.6,2.173,1.19,2.059,0.9210452132906952,,,,1.6965193068015294,
3309,0.2,0.6,0.2,0.3,0.1,0.6,2.136,1.19,2.059,0.9129925968228892,,,,1.6941945518408688,
3863,0.3,0.0,0.7,0.3,0.1,0.6,2.272,1.19,2.059,0.9425914032991496,,,,1.6727717506481194,
3939,0.3,0.1,0.6,0.3,0.1,0.6,2.235,1.19,2.059,0.9345387868313436,,,,1.673242363619878,
4015,0.3,0.2,0.5,0.3,0.1,0.6,2.198,1.19,2.059,0.9264861703635372,,,,1.6887554346654354,
4090,0.3,0.3,0.4,0.3,0.1,0.6,2.161,1.19,2.059,0.9184335538957312,,,,1.697553373398429,
4519,0.4,0.0,0.6,0.3,0.1,0.6,2.186,1.19,2.059,0.9238745109685732,,,,1.670427710178603,
4593,0.4,0.1,0.5,0.3,0.1,0.6,2.149,1.19,2.059,0.915821894500767,,,,1.687274034311707,
4801,0.5,0.0,0.5,0.3,0.1,0.6,2.1,1.19,2.059,0.9051576186379964,,,,1.696026316297524,
